,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,276
1,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,276
2,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,276
3,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,276
4,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,276
5,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,276
6,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,276
7,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
8,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
9,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
10,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
11,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
12,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
13,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
14,17-07-2022 12:36:42,-1.0,82,12.4,7.7,13,116,13.7,7.9,275
15,17-07-2022 12:36:43,-1.0,83,12.3,7.6,12,117,13.7,7.7,274
16,17-07-2022 12:36:44,-1.0,84,12.2,7.6,12,117,13.5,7.4,274
17,17-07-2022 12:36:45,-1.0,85,12.3,7.5,15,117,13.7,7.3,276
18,17-07-2022 12:36:46,-1.0,85,12.1,7.5,15,118,13.8,7.6,278
19,17-07-2022 12:36:47,-1.0,84,12.2,7.5,14,118,13.7,7.6,279
20,17-07-2022 12:36:48,-1.0,82,12.4,7.5,14,118,13.7,7.9,281
21,17-07-2022 12:36:49,-1.0,80,12.6,7.5,15,116,13.7,8.0,282
22,17-07-2022 12:36:50,-1.0,79,12.7,7.5,15,115,13.7,8.1,282
23,17-07-2022 12:36:51,-1.0,78,12.7,7.5,16,114,13.6,8.0,283
24,17-07-2022 12:36:52,-1.0,77,12.8,7.6,17,113,13.5,8.0,284
25,17-07-2022 12:36:53,-1.0,75,12.7,7.6,19,112,13.4,8.0,285
26,17-07-2022 12:36:54,-1.0,75,12.7,7.8,19,111,13.2,8.1,285
27,17-07-2022 12:36:55,-1.0,76,12.8,7.9,18,111,13.2,8.2,282
28,17-07-2022 12:36:56,-1.0,77,13.1,7.9,13,113,13.5,8.2,279
29,17-07-2022 12:36:57,-1.0,79,13.6,7.8,12,112,13.9,8.1,277
30,17-07-2022 12:36:58,-1.0,80,13.8,7.8,14,112,14.5,7.9,278
31,17-07-2022 12:36:59,-1.0,82,13.6,7.8,17,113,14.8,7.9,279
32,17-07-2022 12:37:00,-1.0,82,13.2,7.9,17,114,14.7,8.0,281
33,17-07-2022 12:37:01,-1.0,80,13.1,8.0,16,115,14.3,8.3,282
34,17-07-2022 12:37:02,-1.0,79,13.2,8.1,14,115,14.2,8.5,281
35,17-07-2022 12:37:03,-1.0,80,13.3,8.1,13,115,14.3,8.5,278
36,17-07-2022 12:37:04,-1.0,80,13.4,8.1,11,115,14.5,8.3,274
37,17-07-2022 12:37:05,-1.0,80,13.5,8.1,12,114,14.5,8.3,271
38,17-07-2022 12:37:06,-1.0,83,13.4,8.1,14,115,14.8,8.2,268
39,17-07-2022 12:37:07,-1.0,84,13.1,8.1,14,117,14.8,8.1,267
40,17-07-2022 12:37:08,-1.0,86,12.8,8.1,13,119,14.6,8.0,264
41,17-07-2022 12:37:09,-1.0,87,12.7,8.1,11,120,14.8,8.0,264
42,17-07-2022 12:37:10,-1.0,89,12.5,8.0,11,120,14.6,8.1,263
43,17-07-2022 12:37:11,-1.0,90,12.2,8.0,12,123,14.8,8.1,265
44,17-07-2022 12:37:12,-1.0,89,12.0,8.0,14,123,14.6,8.1,266
45,17-07-2022 12:37:13,-1.0,90,11.6,8.0,16,124,14.3,8.1,268
46,17-07-2022 12:37:14,-1.0,90,11.3,8.0,15,126,14.1,8.1,269
47,17-07-2022 12:37:15,-1.0,90,11.3,8.0,13,126,13.8,8.1,269
48,17-07-2022 12:37:16,-1.0,88,11.5,7.9,12,125,13.9,8.1,270
49,17-07-2022 12:37:17,-1.0,88,11.7,7.9,14,123,14.0,8.1,271
50,17-07-2022 12:37:18,-1.0,89,11.6,7.9,15,124,14.0,7.9,272
51,17-07-2022 12:37:19,-1.0,89,11.5,7.9,15,123,13.8,8.0,272
52,17-07-2022 12:37:20,-1.0,88,11.6,7.9,15,124,13.9,8.1,272
53,17-07-2022 12:37:21,-1.0,88,11.7,8.0,13,123,14.0,8.1,271
54,17-07-2022 12:37:22,-1.0,87,11.9,8.0,14,123,14.1,8.2,270
55,17-07-2022 12:37:23,-1.0,86,11.9,8.0,13,122,14.1,8.2,268
56,17-07-2022 12:37:24,-1.0,87,11.9,8.0,12,122,14.0,8.2,265
57,17-07-2022 12:37:25,-1.0,89,11.9,8.0,11,124,14.3,8.2,261
58,17-07-2022 12:37:26,-1.0,91,11.9,8.0,10,125,14.5,8.1,258
59,17-07-2022 12:37:27,-1.0,93,11.9,8.0,11,126,14.7,8.0,257
60,17-07-2022 12:37:28,-1.0,96,11.9,7.8,12,128,14.9,8.0,256
61,17-07-2022 12:37:29,-1.0,99,11.7,7.8,13,130,15.1,7.9,256
62,17-07-2022 12:37:30,-1.0,102,11.6,7.8,13,132,15.3,7.9,256
63,17-07-2022 12:37:31,-1.0,103,11.6,7.9,11,133,15.4,7.9,256
64,17-07-2022 12:37:32,-1.0,103,11.6,7.9,10,133,15.5,7.9,255
65,17-07-2022 12:37:33,-1.0,106,11.6,7.9,11,135,15.7,7.8,254
66,17-07-2022 12:37:34,-1.0,109,11.4,7.8,10,135,15.7,7.8,253
67,17-07-2022 12:37:35,-1.0,110,11.3,7.7,9,137,15.8,7.5,251
68,17-07-2022 12:37:36,-1.0,113,11.2,7.6,10,139,15.7,7.5,250
69,17-07-2022 12:37:37,-1.0,115,11.2,7.3,10,140,15.7,7.3,251
70,17-07-2022 12:37:38,-1.0,116,11.1,7.1,11,141,15.6,7.1,251
71,17-07-2022 12:37:39,-1.0,118,11.0,7.1,11,141,15.6,7.2,251
72,17-07-2022 12:37:40,-1.0,118,10.8,7.1,10,142,15.6,7.2,250
73,17-07-2022 12:37:41,-1.0,116,10.8,7.1,8,142,15.6,7.2,250
74,17-07-2022 12:37:42,-1.0,114,10.9,7.1,9,140,15.3,7.3,250
75,17-07-2022 12:37:43,-1.0,116,10.8,7.1,11,140,15.4,7.3,252
76,17-07-2022 12:37:44,-1.0,117,10.5,7.1,12,141,15.4,7.5,254
77,17-07-2022 12:37:45,-1.0,115,10.2,7.1,13,142,15.4,7.5,255
78,17-07-2022 12:37:46,-1.0,112,10.0,7.1,11,142,14.9,7.4,255
79,17-07-2022 12:37:47,-1.0,107,9.9,6.9,9,140,14.4,7.1,255
80,17-07-2022 12:37:48,-1.0,104,10.0,6.8,9,136,13.7,6.9,255
81,17-07-2022 12:37:49,-1.0,105,10.0,6.7,10,134,13.5,6.7,255
82,17-07-2022 12:37:50,-1.0,107,10.0,6.6,11,134,13.5,6.6,256
83,17-07-2022 12:37:51,-1.0,110,10.0,6.6,12,136,13.6,6.8,258
84,17-07-2022 12:37:52,-1.0,112,10.0,6.7,12,138,13.9,7.1,258
85,17-07-2022 12:37:53,-1.0,110,10.2,6.8,10,139,14.2,7.5,259
86,17-07-2022 12:37:54,-1.0,110,10.4,6.9,12,139,14.6,7.5,260
87,17-07-2022 12:37:55,-1.0,113,10.5,6.9,14,139,14.8,7.5,259
88,17-07-2022 12:37:56,-1.0,114,10.5,6.9,11,141,15.2,7.2,257
89,17-07-2022 12:37:57,-1.0,112,10.9,6.6,8,140,15.0,7.0,257
90,17-07-2022 12:37:58,-1.0,110,11.3,6.6,9,136,15.1,6.7,258
91,17-07-2022 12:37:59,-1.0,0,0.0,0.0,0,0,65.2,8.8,866
92,17-07-2022 12:38:00,-1.0,110,11.4,6.7,15,135,15.3,6.8,263
93,17-07-2022 12:38:01,-1.0,107,11.2,6.8,16,134,14.9,7.3,266
94,17-07-2022 12:38:02,-1.0,103,11.1,7.0,14,133,14.7,7.9,268
95,17-07-2022 12:38:03,-1.0,101,11.4,7.1,11,133,14.9,7.9,268
96,17-07-2022 12:38:04,-1.0,100,11.7,7.2,11,131,15.1,8.0,268
97,17-07-2022 12:38:05,-1.0,100,11.9,7.1,11,130,15.4,7.6,265
98,17-07-2022 12:38:06,-1.0,100,11.9,7.1,11,130,15.2,7.4,263
99,17-07-2022 12:38:07,-1.0,100,12.0,7.1,12,129,15.0,7.2,264
100,17-07-2022 12:38:08,-1.0,101,11.9,7.1,13,128,14.9,7.1,263
101,17-07-2022 12:38:09,-1.0,102,11.7,7.1,10,129,14.9,7.1,261
102,17-07-2022 12:38:10,-1.0,100,11.7,7.1,9,129,14.8,7.1,261
103,17-07-2022 12:38:11,-1.0,100,11.7,7.1,10,128,14.6,7.1,261
104,17-07-2022 12:38:12,-1.0,101,11.5,7.1,11,129,14.6,7.1,263
105,17-07-2022 12:38:13,-1.0,101,11.3,7.1,12,130,14.4,7.1,265
106,17-07-2022 12:38:14,-1.0,100,11.0,7.1,14,130,14.2,7.2,267
107,17-07-2022 12:38:15,-1.0,98,10.7,7.1,13,130,13.8,7.3,268
108,17-07-2022 12:38:16,-1.0,96,10.7,7.1,11,129,13.7,7.5,267
109,17-07-2022 12:38:17,-1.0,95,10.8,7.0,9,128,13.6,7.4,265
110,17-07-2022 12:38:18,-1.0,95,11.0,7.0,9,127,13.7,7.2,264
111,17-07-2022 12:38:19,-1.0,97,11.0,6.9,12,127,13.7,7.0,263
112,17-07-2022 12:38:20,-1.0,98,10.7,6.9,11,128,13.6,6.9,261
113,17-07-2022 12:38:21,-1.0,98,10.6,6.9,10,129,13.5,6.9,262
114,17-07-2022 12:38:22,-1.0,97,10.5,7.2,12,129,13.5,7.3,262
115,17-07-2022 12:38:23,-1.0,97,10.4,7.2,12,130,13.4,7.3,263
116,17-07-2022 12:38:24,-1.0,97,10.4,7.2,12,130,13.5,7.4,264
117,17-07-2022 12:38:25,-1.0,99,10.6,7.3,12,131,13.8,7.5,264
118,17-07-2022 12:38:26,-1.0,99,10.7,7.2,11,131,13.8,7.3,264
119,17-07-2022 12:38:27,-1.0,99,11.0,7.2,11,130,13.9,7.2,264
120,17-07-2022 12:38:28,-1.0,98,11.1,7.1,12,130,14.1,7.1,265
121,17-07-2022 12:38:29,-1.0,97,11.1,7.1,14,128,13.9,7.1,266
122,17-07-2022 12:38:30,-1.0,95,11.0,7.1,13,128,13.9,7.1,266
123,17-07-2022 12:38:31,-1.0,94,11.1,7.1,10,127,13.7,7.2,266
124,17-07-2022 12:38:32,-1.0,96,11.5,7.1,11,126,13.8,7.3,265
125,17-07-2022 12:38:33,-1.0,99,11.6,7.1,11,127,14.3,7.4,264
126,17-07-2022 12:38:34,-1.0,101,11.7,7.2,12,129,14.8,7.4,264
127,17-07-2022 12:38:35,-1.0,103,11.6,7.2,14,130,15.0,7.4,265
128,17-07-2022 12:38:36,-1.0,104,11.6,7.3,14,132,15.2,7.6,264
129,17-07-2022 12:38:37,-1.0,104,11.6,7.3,12,133,15.3,7.6,263
130,17-07-2022 12:38:38,-1.0,103,11.8,7.3,10,133,15.4,7.6,259
