,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,17-07-2022 11:25:02,0.0,103,13.1,7.5,0,128,16.2,7.1,173
1,17-07-2022 11:25:02,0.0,103,13.1,7.5,0,128,16.2,7.1,173
2,17-07-2022 11:25:03,0.0,103,13.2,7.5,1,128,16.2,7.1,172
3,17-07-2022 11:25:04,0.0,104,13.2,7.5,2,129,16.4,7.1,172
4,17-07-2022 11:25:05,0.0,104,13.2,7.5,0,129,16.5,7.1,173
5,17-07-2022 11:25:06,0.0,104,13.5,7.5,2,129,16.6,7.1,175
6,17-07-2022 11:25:07,0.0,106,13.9,7.5,2,129,17.0,7.2,175
7,17-07-2022 11:25:08,0.0,107,14.2,7.5,1,130,17.5,7.2,175
8,17-07-2022 11:25:09,0.0,107,14.0,7.5,1,130,17.7,7.3,175
9,17-07-2022 11:25:10,0.0,106,13.7,7.5,0,130,17.5,7.4,174
10,17-07-2022 11:25:11,0.0,106,13.5,7.5,0,130,17.2,7.4,173
11,17-07-2022 11:25:12,0.0,105,13.5,7.5,1,130,17.0,7.3,173
12,17-07-2022 11:25:13,0.0,103,13.2,7.5,2,129,16.7,7.2,173
13,17-07-2022 11:25:14,0.0,103,13.1,7.5,0,129,16.4,7.1,173
14,17-07-2022 11:25:15,0.0,103,13.1,7.5,0,128,16.3,7.1,174
15,17-07-2022 11:25:16,0.0,102,13.2,7.5,1,128,16.3,7.1,174
16,17-07-2022 11:25:17,0.0,102,13.4,7.5,0,127,16.3,7.2,175
17,17-07-2022 11:25:18,0.0,103,13.4,7.5,0,128,16.5,7.3,175
18,17-07-2022 11:25:19,0.0,104,13.3,7.5,0,129,16.6,7.3,175
19,17-07-2022 11:25:20,0.0,104,13.3,7.5,2,129,16.6,7.3,177
20,17-07-2022 11:25:21,0.0,105,13.1,7.5,2,130,16.6,7.2,178
21,17-07-2022 11:25:22,0.0,108,13.1,7.5,2,131,16.7,7.2,179
22,17-07-2022 11:25:23,0.0,108,13.2,7.5,2,132,16.9,7.2,179
23,17-07-2022 11:25:24,0.0,111,13.2,7.4,0,134,17.1,7.2,178
24,17-07-2022 11:25:25,0.0,113,13.1,7.4,2,135,17.3,7.2,176
25,17-07-2022 11:25:26,0.0,112,13.1,7.4,1,135,17.2,7.1,174
26,17-07-2022 11:25:27,0.0,108,12.9,7.4,1,133,16.6,7.1,173
27,17-07-2022 11:25:28,0.0,104,12.8,7.4,0,130,16.2,7.1,172
28,17-07-2022 11:25:29,0.0,102,12.8,7.4,0,128,15.8,7.0,173
29,17-07-2022 11:25:30,0.0,100,12.8,7.4,1,126,15.7,7.0,173
30,17-07-2022 11:25:31,0.0,98,12.9,7.4,3,125,15.6,7.1,176
31,17-07-2022 11:25:32,0.0,99,13.1,7.4,3,125,15.8,7.1,179
32,17-07-2022 11:25:33,0.0,102,13.3,7.4,2,127,16.2,7.0,181
33,17-07-2022 11:25:34,0.0,108,13.2,7.4,1,131,16.7,7.0,182
34,17-07-2022 11:25:35,0.0,110,13.2,7.4,2,133,17.0,7.0,183
35,17-07-2022 11:25:36,0.0,111,13.4,7.3,2,134,17.3,7.0,182
36,17-07-2022 11:25:37,0.0,114,13.5,7.4,0,135,17.6,7.1,180
37,17-07-2022 11:25:38,0.0,115,13.4,7.4,1,136,17.6,7.1,179
38,17-07-2022 11:25:39,0.0,112,13.2,7.4,1,135,17.1,7.0,177
39,17-07-2022 11:25:40,0.0,109,13.0,7.4,0,132,16.6,7.0,176
40,17-07-2022 11:25:41,0.0,107,13.0,7.4,0,132,16.6,6.9,174
41,17-07-2022 11:25:42,0.0,107,13.4,7.4,2,130,16.8,7.0,172
42,17-07-2022 11:25:43,0.0,104,13.4,7.4,3,130,16.8,7.0,170
43,17-07-2022 11:25:44,0.0,105,13.3,7.4,2,129,16.6,7.0,170
44,17-07-2022 11:25:45,0.0,107,13.6,7.3,1,130,16.7,7.1,171
45,17-07-2022 11:25:46,0.0,106,14.0,7.3,0,130,17.1,7.0,172
46,17-07-2022 11:25:47,0.0,105,14.3,7.3,1,129,17.3,7.1,174
47,17-07-2022 11:25:48,0.0,102,14.3,7.3,1,128,17.5,7.1,175
48,17-07-2022 11:25:49,0.0,104,14.1,7.3,1,126,17.2,7.0,176
49,17-07-2022 11:25:50,0.0,105,13.9,7.3,1,127,17.2,7.0,176
50,17-07-2022 11:25:51,0.0,104,13.7,7.3,1,128,17.1,7.0,177
51,17-07-2022 11:25:52,0.0,106,13.6,7.4,0,128,16.9,7.0,178
52,17-07-2022 11:25:53,0.0,108,13.8,7.4,1,130,17.1,7.2,178
53,17-07-2022 11:25:54,0.0,107,14.1,7.5,0,131,17.4,7.3,178
54,17-07-2022 11:25:55,0.0,110,14.0,7.5,0,131,17.7,7.4,179
55,17-07-2022 11:25:56,0.0,113,14.1,7.5,0,134,18.1,7.3,179
56,17-07-2022 11:25:57,0.0,113,14.1,7.4,2,135,18.2,7.1,180
57,17-07-2022 11:25:58,0.0,112,14.2,7.4,2,134,18.1,7.0,180
58,17-07-2022 11:25:59,0.0,112,14.2,7.4,1,133,18.0,7.0,179
59,17-07-2022 11:26:00,0.0,112,14.0,7.4,1,133,17.9,7.1,178
60,17-07-2022 11:26:01,0.0,111,13.7,7.4,0,133,17.7,7.1,178
61,17-07-2022 11:26:02,0.0,111,13.8,7.4,1,133,17.6,7.2,177
62,17-07-2022 11:26:03,0.0,112,14.1,7.3,1,134,17.9,7.1,177
63,17-07-2022 11:26:04,0.0,111,14.3,7.3,0,133,18.1,7.0,177
64,17-07-2022 11:26:05,0.0,109,14.3,7.3,1,131,17.9,7.0,175
