,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,20-07-2022 15:28:31,1.0,36,19.2,5.1,11,48,15.2,5.5,140
1,20-07-2022 15:28:31,1.0,36,19.2,5.1,11,48,15.2,5.5,140
2,20-07-2022 15:28:31,1.0,36,19.2,5.1,11,48,15.2,5.5,140
3,20-07-2022 15:28:32,1.0,35,19.2,5.1,11,47,15.1,5.5,140
4,20-07-2022 15:28:33,1.0,35,19.3,5.1,8,47,15.2,5.5,138
5,20-07-2022 15:28:34,1.0,36,19.4,5.1,7,48,15.5,5.3,138
6,20-07-2022 15:28:35,1.0,36,19.5,5.0,8,48,15.5,5.4,139
7,20-07-2022 15:28:36,1.0,33,19.4,5.0,9,44,15.3,5.2,137
8,20-07-2022 15:28:37,1.0,33,19.4,5.0,9,44,15.3,5.2,138
9,20-07-2022 15:28:38,1.0,33,19.2,5.1,9,44,15.3,5.2,138
10,20-07-2022 15:28:39,1.0,32,19.2,5.0,8,43,15.0,5.3,138
11,20-07-2022 15:28:40,1.0,32,19.2,5.0,8,43,15.0,5.3,137
12,20-07-2022 15:28:41,1.0,34,19.1,5.0,7,43,15.1,5.2,138
13,20-07-2022 15:28:42,1.0,34,19.1,5.0,7,45,15.0,5.2,136
14,20-07-2022 15:28:43,1.0,34,19.1,5.1,8,45,15.0,5.3,136
15,20-07-2022 15:28:44,1.0,34,19.0,5.1,9,45,14.9,5.4,137
16,20-07-2022 15:28:45,1.0,33,18.8,5.1,8,45,14.6,5.5,137
17,20-07-2022 15:28:46,1.0,33,18.8,5.1,9,45,14.4,5.5,137
18,20-07-2022 15:28:47,1.0,36,18.5,5.1,10,45,14.4,5.5,141
19,20-07-2022 15:28:48,1.0,34,18.6,5.1,13,50,14.4,5.5,140
20,20-07-2022 15:28:49,1.0,38,18.7,4.8,12,45,14.2,5.6,141
21,20-07-2022 15:28:50,1.0,39,18.5,4.8,10,53,14.8,5.6,141
22,20-07-2022 15:28:51,1.0,39,18.7,5.1,9,53,14.3,5.7,140
23,20-07-2022 15:28:52,1.0,40,18.6,5.1,9,52,14.8,5.6,141
24,20-07-2022 15:28:53,1.0,39,18.5,5.1,9,56,14.7,5.7,140
25,20-07-2022 15:28:54,1.0,38,18.6,5.1,9,52,14.6,5.6,139
26,20-07-2022 15:28:55,1.0,39,18.5,5.1,9,52,14.8,5.4,139
27,20-07-2022 15:28:56,1.0,37,18.7,5.2,10,54,14.7,5.5,137
28,20-07-2022 15:28:57,1.0,38,18.7,5.1,10,50,14.8,5.4,141
29,20-07-2022 15:28:58,1.0,37,18.6,5.1,11,51,14.7,5.5,141
30,20-07-2022 15:28:59,1.0,39,18.7,5.1,11,51,14.6,5.5,142
31,20-07-2022 15:29:00,1.0,38,18.6,5.2,12,53,14.8,5.6,140
32,20-07-2022 15:29:01,1.0,37,18.8,5.4,11,51,14.5,5.7,138
33,20-07-2022 15:29:02,1.0,38,19.0,5.2,10,50,14.8,5.6,138
34,20-07-2022 15:29:03,1.0,36,19.2,5.2,11,50,15.0,5.6,136
