,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,20-07-2022 16:54:50,3.0,58,15.1,6.8,2,87,12.9,7.3,163
1,20-07-2022 16:54:51,3.0,61,15.2,6.8,3,87,12.9,7.3,163
2,20-07-2022 16:54:52,3.0,58,15.4,6.7,6,91,13.5,7.2,160
3,20-07-2022 16:54:53,3.0,56,15.4,6.8,9,85,12.9,7.2,160
4,20-07-2022 16:54:54,3.0,54,15.2,6.8,8,83,12.8,7.4,160
5,20-07-2022 16:54:55,3.0,54,15.3,6.8,6,83,12.3,7.4,161
6,20-07-2022 16:54:56,3.0,56,15.6,6.8,3,83,12.6,7.4,162
7,20-07-2022 16:54:57,3.0,55,15.8,6.8,3,85,13.1,7.3,163
8,20-07-2022 16:54:58,3.0,53,15.9,6.8,6,82,13.1,7.3,162
9,20-07-2022 16:54:59,3.0,53,15.7,6.7,8,79,12.8,7.4,164
10,20-07-2022 16:55:00,3.0,52,15.4,6.7,4,82,12.6,7.2,162
11,20-07-2022 16:55:01,3.0,54,15.6,6.5,1,78,12.2,7.2,164
12,20-07-2022 16:55:02,3.0,55,15.9,6.1,4,84,13.4,6.9,162
13,20-07-2022 16:55:03,3.0,52,16.2,6.2,8,78,13.1,6.9,160
14,20-07-2022 16:55:04,3.0,50,16.1,6.5,10,76,13.1,7.1,160
15,20-07-2022 16:55:05,3.0,50,15.9,6.6,6,75,12.5,7.1,160
16,20-07-2022 16:55:06,3.0,52,16.0,6.5,1,76,12.7,7.0,162
17,20-07-2022 16:55:07,3.0,54,16.4,6.2,2,79,13.3,7.0,163
18,20-07-2022 16:55:08,3.0,52,16.5,6.0,8,78,13.6,6.7,163
19,20-07-2022 16:55:09,3.0,49,16.3,6.1,9,73,13.0,6.7,160
20,20-07-2022 16:55:10,3.0,49,16.1,6.1,7,72,12.7,6.7,156
21,20-07-2022 16:55:11,3.0,49,16.3,6.4,6,72,12.9,6.6,155
22,20-07-2022 16:55:12,3.0,49,16.5,6.4,7,72,13.1,6.7,156
23,20-07-2022 16:55:13,3.0,48,16.6,6.4,7,71,13.2,6.7,157
24,20-07-2022 16:55:14,3.0,48,16.8,6.4,5,70,13.1,6.8,157
25,20-07-2022 16:55:15,3.0,51,17.0,6.0,5,72,13.4,6.9,161
26,20-07-2022 16:55:16,3.0,52,17.0,5.9,5,75,13.9,6.8,163
27,20-07-2022 16:55:17,3.0,53,17.0,5.9,7,75,13.9,6.7,162
28,20-07-2022 16:55:18,3.0,51,16.9,6.1,9,74,13.9,6.6,160
29,20-07-2022 16:55:19,3.0,51,16.6,6.3,8,73,13.5,6.7,160
30,20-07-2022 16:55:20,3.0,51,16.6,6.5,5,74,13.4,6.8,160
31,20-07-2022 16:55:21,3.0,53,16.8,6.4,5,76,13.8,6.9,161
32,20-07-2022 16:55:22,3.0,53,17.0,6.4,5,77,14.0,6.9,161
33,20-07-2022 16:55:23,3.0,53,17.0,6.3,4,77,14.0,6.9,160
34,20-07-2022 16:55:24,3.0,52,17.0,6.3,6,75,13.9,6.7,160
35,20-07-2022 16:55:25,3.0,50,17.0,6.3,9,72,13.7,6.7,159
36,20-07-2022 16:55:26,3.0,48,16.9,6.4,8,70,13.3,6.7,158
37,20-07-2022 16:55:27,3.0,51,17.0,6.4,7,70,13.3,7.0,160
38,20-07-2022 16:55:28,3.0,53,17.0,6.2,8,74,13.7,7.0,162
39,20-07-2022 16:55:29,3.0,52,17.1,6.3,8,77,14.0,6.9,161
