,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,17-07-2022 12:13:06,0.0,115,11.1,5.3,4,135,14.6,5.5,160
1,17-07-2022 12:13:07,0.0,115,10.9,5.3,4,135,14.6,5.5,160
2,17-07-2022 12:13:08,0.0,119,10.4,5.3,3,136,14.0,5.2,159
3,17-07-2022 12:13:09,0.0,119,10.0,5.3,2,139,13.7,5.2,160
4,17-07-2022 12:13:10,0.0,122,9.9,5.3,4,140,13.4,5.2,160
5,17-07-2022 12:13:11,0.0,116,10.0,5.3,4,140,13.3,5.1,158
6,17-07-2022 12:13:12,0.0,115,10.1,5.2,1,137,13.1,5.1,157
7,17-07-2022 12:13:13,0.0,117,9.9,5.3,3,137,13.0,5.1,158
8,17-07-2022 12:13:14,0.0,113,10.0,5.2,5,137,13.0,5.1,158
9,17-07-2022 12:13:15,0.0,112,10.3,5.2,2,134,12.9,5.1,157
10,17-07-2022 12:13:16,0.0,113,10.3,5.2,1,133,13.1,5.0,159
11,17-07-2022 12:13:17,0.0,120,10.1,5.2,5,135,13.1,4.9,161
12,17-07-2022 12:13:18,0.0,117,10.3,5.1,5,138,13.3,4.9,163
13,17-07-2022 12:13:19,0.0,119,10.4,5.1,4,137,13.4,4.9,164
14,17-07-2022 12:13:20,0.0,126,10.3,5.2,5,140,13.6,4.9,167
15,17-07-2022 12:13:21,0.0,128,10.2,5.2,5,144,13.8,4.9,169
16,17-07-2022 12:13:22,0.0,129,10.2,5.1,4,144,13.7,4.9,171
17,17-07-2022 12:13:23,0.0,134,9.8,5.1,5,147,13.7,4.9,172
18,17-07-2022 12:13:24,0.0,132,9.6,5.0,5,148,13.5,4.8,172
19,17-07-2022 12:13:25,0.0,134,9.5,5.0,3,148,13.3,4.8,172
20,17-07-2022 12:13:26,0.0,143,9.3,5.0,4,153,13.4,4.8,173
21,17-07-2022 12:13:27,0.0,139,9.1,4.9,6,154,13.2,4.8,172
22,17-07-2022 12:13:28,0.0,134,9.1,4.9,4,151,12.9,4.7,169
23,17-07-2022 12:13:29,0.0,133,9.1,4.9,2,149,12.8,4.7,168
24,17-07-2022 12:13:30,0.0,131,9.1,4.9,2,148,12.7,4.6,166
25,17-07-2022 12:13:31,0.0,128,9.1,4.8,4,146,12.6,4.6,166
26,17-07-2022 12:13:32,0.0,125,9.4,4.8,4,143,12.6,4.6,166
27,17-07-2022 12:13:33,0.0,126,9.7,4.8,3,142,12.9,4.6,164
28,17-07-2022 12:13:34,0.0,127,9.5,4.8,3,144,12.9,4.6,164
29,17-07-2022 12:13:35,0.0,127,9.3,4.8,4,144,12.6,4.5,164
30,17-07-2022 12:13:36,0.0,126,9.2,4.7,4,143,12.4,4.5,162
31,17-07-2022 12:13:37,0.0,126,9.2,4.7,2,142,12.4,4.5,163
32,17-07-2022 12:13:38,0.0,127,9.1,4.7,4,145,12.5,4.5,163
33,17-07-2022 12:13:39,0.0,124,9.0,4.7,5,142,12.1,4.5,163
34,17-07-2022 12:13:40,0.0,120,9.2,4.6,3,138,12.0,4.4,162
