,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,20-07-2022 18:14:43,3.0,56,11.8,5.6,0,86,9.8,6.0,164
1,20-07-2022 18:14:43,3.0,57,11.8,5.6,2,86,9.8,6.0,164
2,20-07-2022 18:14:44,3.0,54,11.6,5.6,2,87,9.7,6.0,163
3,20-07-2022 18:14:45,3.0,55,11.4,5.6,3,85,9.4,6.0,163
4,20-07-2022 18:14:46,3.0,60,11.6,5.3,0,89,9.7,6.0,162
5,20-07-2022 18:14:47,3.0,54,11.7,5.4,7,89,9.9,5.9,161
6,20-07-2022 18:14:48,3.0,45,11.5,5.4,5,79,9.0,5.8,161
7,20-07-2022 18:14:49,3.0,48,11.2,5.4,1,76,8.5,5.8,162
8,20-07-2022 18:14:50,3.0,55,11.8,5.2,2,83,9.3,5.9,164
9,20-07-2022 18:14:51,3.0,54,12.2,5.2,0,83,9.8,5.8,163
10,20-07-2022 18:14:52,3.0,57,12.1,5.2,3,85,10.2,5.8,164
11,20-07-2022 18:14:53,3.0,55,12.0,5.2,5,84,10.0,5.8,163
12,20-07-2022 18:14:54,3.0,56,11.9,5.3,4,83,9.8,5.7,162
13,20-07-2022 18:14:55,3.0,61,11.8,5.3,1,88,10.2,5.8,162
14,20-07-2022 18:14:56,3.0,60,11.8,5.6,1,90,10.2,5.8,162
15,20-07-2022 18:14:57,3.0,60,11.9,5.5,2,89,10.3,5.9,164
16,20-07-2022 18:14:58,3.0,61,11.9,5.5,3,90,10.4,5.9,165
17,20-07-2022 18:14:59,3.0,57,12.0,5.6,5,88,10.2,5.8,161
18,20-07-2022 18:15:00,3.0,57,12.3,5.7,7,85,10.3,5.9,161
19,20-07-2022 18:15:01,3.0,60,12.3,5.8,7,88,10.5,5.9,161
20,20-07-2022 18:15:02,3.0,56,12.7,5.7,2,86,10.5,6.2,161
21,20-07-2022 18:15:03,3.0,57,12.8,5.6,1,86,10.8,6.2,162
22,20-07-2022 18:15:04,3.0,55,13.4,5.4,1,82,11.0,6.2,163
23,20-07-2022 18:15:05,3.0,53,13.6,5.4,7,81,11.1,6.2,163
24,20-07-2022 18:15:06,3.0,48,13.4,5.7,7,75,10.4,6.0,161
25,20-07-2022 18:15:07,3.0,50,13.5,5.7,4,75,10.6,6.0,161
