,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,17-07-2022 11:49:31,1.0,28,19.1,6.5,20,43,13.1,7.3,6
1,17-07-2022 11:49:32,1.0,28,19.2,6.4,20,43,13.1,7.3,6
2,17-07-2022 11:49:33,1.0,29,19.3,6.4,19,43,13.2,7.2,5
3,17-07-2022 11:49:34,1.0,28,19.2,6.4,19,43,13.3,7.2,4
4,17-07-2022 11:49:35,1.0,27,19.1,6.4,19,42,13.3,7.1,3
5,17-07-2022 11:49:36,1.0,26,18.9,6.4,19,40,13.0,7.1,2
6,17-07-2022 11:49:37,1.0,27,18.8,6.4,20,40,12.9,7.0,0
7,17-07-2022 11:49:38,1.0,26,18.8,6.3,21,41,12.9,7.0,0
8,17-07-2022 11:49:39,1.0,27,18.7,6.3,21,41,12.8,7.0,0
9,17-07-2022 11:49:40,1.0,28,18.6,6.3,21,42,12.8,7.0,0
10,17-07-2022 11:49:41,1.0,28,18.4,6.3,21,43,12.7,6.9,359
11,17-07-2022 11:49:42,1.0,28,18.4,6.3,22,43,12.8,7.0,358
12,17-07-2022 11:49:43,1.0,29,18.4,6.3,23,45,12.8,7.0,356
13,17-07-2022 11:49:44,1.0,27,18.4,6.3,25,42,12.7,7.0,355
14,17-07-2022 11:49:45,1.0,29,18.1,6.3,26,43,12.5,7.0,354
15,17-07-2022 11:49:46,1.0,29,18.2,6.3,27,44,12.5,7.0,355
16,17-07-2022 11:49:47,1.0,29,18.2,6.4,26,44,12.5,7.2,358
17,17-07-2022 11:49:48,1.0,29,18.3,6.4,24,44,12.5,7.2,358
18,17-07-2022 11:49:49,1.0,30,18.4,6.4,23,46,12.6,7.3,359
19,17-07-2022 11:49:50,1.0,29,18.4,6.4,24,46,12.6,7.3,359
20,17-07-2022 11:49:51,1.0,29,18.5,6.5,25,46,12.5,7.4,358
21,17-07-2022 11:49:52,1.0,29,18.6,6.5,25,46,12.5,7.5,358
22,17-07-2022 11:49:53,1.0,30,18.6,6.5,25,46,12.6,7.5,357
23,17-07-2022 11:49:54,1.0,31,18.7,6.5,25,47,12.7,7.6,355
24,17-07-2022 11:49:55,1.0,29,18.8,6.5,27,49,12.8,7.4,353
25,17-07-2022 11:49:56,1.0,30,18.9,6.6,29,45,12.8,7.4,351
26,17-07-2022 11:49:57,1.0,32,19.0,6.6,30,47,13.1,7.4,349
27,17-07-2022 11:49:58,1.0,35,19.1,6.8,30,50,13.3,7.5,350
28,17-07-2022 11:49:59,1.0,36,19.1,6.9,30,53,13.6,7.5,349
29,17-07-2022 11:50:00,1.0,38,19.1,6.9,30,55,13.8,7.6,350
30,17-07-2022 11:50:01,1.0,36,19.1,7.0,32,59,13.9,7.7,353
31,17-07-2022 11:50:02,1.0,34,19.0,7.0,32,55,13.5,7.8,355
32,17-07-2022 11:50:03,1.0,33,19.0,7.1,32,53,13.2,7.8,356
33,17-07-2022 11:50:04,1.0,32,19.1,7.1,30,51,13.0,8.0,358
34,17-07-2022 11:50:05,1.0,31,19.3,7.1,28,50,13.0,7.9,359
35,17-07-2022 11:50:06,1.0,31,19.4,7.1,27,49,13.2,7.9,359
36,17-07-2022 11:50:07,1.0,32,19.5,7.0,28,49,13.4,7.7,356
37,17-07-2022 11:50:08,1.0,32,19.5,7.0,29,50,13.6,7.7,355
38,17-07-2022 11:50:09,1.0,33,19.4,7.0,28,50,13.5,7.7,351
39,17-07-2022 11:50:10,1.0,33,19.3,7.0,29,52,13.5,7.8,349
