,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,20-07-2022 14:20:47,0.0,61,15.6,6.8,8,88,13.6,6.7,165
1,20-07-2022 14:20:48,0.0,62,15.6,6.7,8,86,13.8,6.5,165
2,20-07-2022 14:20:49,0.0,61,15.6,6.7,9,85,13.7,6.6,165
3,20-07-2022 14:20:50,0.0,58,15.7,6.7,11,82,13.5,6.3,164
4,20-07-2022 14:20:51,0.0,59,15.5,6.8,11,82,13.5,6.6,163
5,20-07-2022 14:20:52,0.0,57,15.5,6.8,9,82,13.1,6.7,161
6,20-07-2022 14:20:53,0.0,58,15.7,6.8,8,82,13.1,6.8,161
7,20-07-2022 14:20:54,0.0,54,15.9,6.7,10,83,13.4,6.9,160
8,20-07-2022 14:20:55,0.0,52,15.8,6.7,11,79,13.1,6.7,160
9,20-07-2022 14:20:56,0.0,50,15.6,6.7,9,77,12.8,6.7,160
10,20-07-2022 14:20:57,0.0,52,15.4,6.6,7,74,12.3,6.7,159
11,20-07-2022 14:20:58,0.0,52,15.5,6.7,7,77,12.5,6.8,159
12,20-07-2022 14:20:59,0.0,53,15.4,6.7,7,77,12.5,6.8,161
13,20-07-2022 14:21:00,0.0,52,15.2,6.6,7,80,12.5,6.9,160
14,20-07-2022 14:21:01,0.0,51,15.1,6.6,8,77,12.1,6.7,160
15,20-07-2022 14:21:02,0.0,51,15.0,6.6,8,77,12.1,6.7,163
16,20-07-2022 14:21:03,0.0,52,14.9,6.6,7,77,12.0,6.7,164
17,20-07-2022 14:21:04,0.0,53,15.0,6.6,8,79,12.1,6.6,164
18,20-07-2022 14:21:05,0.0,55,14.9,6.6,11,80,12.3,6.6,165
19,20-07-2022 14:21:06,0.0,53,14.7,6.6,12,81,12.3,6.6,164
20,20-07-2022 14:21:07,0.0,55,14.6,6.8,11,80,11.9,6.6,162
21,20-07-2022 14:21:08,0.0,56,14.6,6.8,10,82,12.1,6.8,162
22,20-07-2022 14:21:09,0.0,57,14.7,6.8,10,84,12.3,6.8,161
23,20-07-2022 14:21:10,0.0,56,14.8,6.8,12,85,12.4,6.9,160
24,20-07-2022 14:21:11,0.0,54,14.9,6.9,12,83,12.3,6.8,159
25,20-07-2022 14:21:12,0.0,54,14.9,6.9,11,81,12.2,6.8,158
26,20-07-2022 14:21:13,0.0,56,15.1,6.7,9,81,12.4,6.8,158
27,20-07-2022 14:21:14,0.0,55,15.3,6.7,10,82,12.8,6.8,156
28,20-07-2022 14:21:15,0.0,57,15.5,6.7,11,82,12.9,6.8,158
29,20-07-2022 14:21:16,0.0,56,15.4,6.7,11,83,13.1,6.8,159
30,20-07-2022 14:21:17,0.0,57,15.5,6.7,8,83,13.0,6.9,161
31,20-07-2022 14:21:18,0.0,58,15.5,6.7,7,84,13.2,6.9,162
32,20-07-2022 14:21:19,0.0,57,15.4,6.8,6,84,13.2,6.9,163
33,20-07-2022 14:21:20,0.0,57,15.2,6.7,5,83,12.9,6.8,166
34,20-07-2022 14:21:21,0.0,53,15.1,6.7,7,80,12.5,6.7,167
35,20-07-2022 14:21:22,0.0,53,14.8,6.5,6,78,12.1,6.6,168
36,20-07-2022 14:21:23,0.0,53,14.5,6.6,8,80,11.9,6.6,168
37,20-07-2022 14:21:24,0.0,53,14.2,6.6,8,80,11.6,6.5,168
38,20-07-2022 14:21:25,0.0,53,14.0,6.7,8,81,11.4,6.7,169
39,20-07-2022 14:21:26,0.0,54,14.1,6.7,9,82,11.5,6.6,168
40,20-07-2022 14:21:27,0.0,54,14.2,6.7,11,82,11.6,6.7,166
41,20-07-2022 14:21:28,0.0,54,14.3,6.7,11,82,11.7,6.8,164
42,20-07-2022 14:21:29,0.0,52,14.6,6.7,12,80,11.8,6.7,162
43,20-07-2022 14:21:30,0.0,53,14.9,6.7,11,80,11.8,6.7,161
44,20-07-2022 14:21:31,0.0,52,15.1,6.7,9,78,12.2,6.8,160
