,time,reffen,awa,aws,sog,rollen,twa,tws,stw,kurs
0,20-07-2022 20:06:11,-1.0,57,11.7,5.9,7,87,9.7,6.0,172
1,20-07-2022 20:06:12,-1.0,58,11.6,5.9,6,87,9.7,6.0,172
2,20-07-2022 20:06:13,-1.0,61,11.6,5.9,3,90,9.9,6.1,174
3,20-07-2022 20:06:14,-1.0,61,11.9,5.9,5,93,10.2,6.0,173
4,20-07-2022 20:06:15,-1.0,59,12.0,6.0,9,92,10.5,6.2,171
5,20-07-2022 20:06:16,-1.0,55,11.7,6.3,9,90,10.2,6.3,170
6,20-07-2022 20:06:17,-1.0,56,11.6,6.3,6,87,9.6,6.3,170
7,20-07-2022 20:06:18,-1.0,62,11.7,5.9,2,89,9.6,6.4,172
8,20-07-2022 20:06:19,-1.0,63,12.0,5.9,3,96,10.6,6.4,172
9,20-07-2022 20:06:20,-1.0,62,12.1,5.8,6,95,10.8,6.4,171
10,20-07-2022 20:06:21,-1.0,60,12.0,6.0,7,93,10.7,6.4,171
11,20-07-2022 20:06:22,-1.0,61,11.7,6.0,5,92,10.3,6.4,172
12,20-07-2022 20:06:23,-1.0,64,11.6,6.1,3,95,10.3,6.3,174
13,20-07-2022 20:06:24,-1.0,66,11.7,6.1,1,97,10.6,6.3,176
14,20-07-2022 20:06:25,-1.0,68,11.8,6.0,3,98,10.9,6.3,176
15,20-07-2022 20:06:26,-1.0,63,11.7,6.1,8,101,11.2,6.4,174
16,20-07-2022 20:06:27,-1.0,60,11.5,6.1,8,94,10.1,6.4,173
17,20-07-2022 20:06:28,-1.0,63,11.2,6.1,4,96,9.9,6.5,174
18,20-07-2022 20:06:29,-1.0,65,11.3,6.1,1,100,10.3,6.6,176
19,20-07-2022 20:06:30,-1.0,69,11.5,5.9,0,101,10.7,6.5,177
20,20-07-2022 20:06:31,-1.0,66,11.7,5.9,4,102,11.1,6.6,174
21,20-07-2022 20:06:32,-1.0,64,11.6,6.0,7,97,10.6,6.5,173
22,20-07-2022 20:06:33,-1.0,64,11.4,6.1,7,97,10.4,6.5,173
23,20-07-2022 20:06:34,-1.0,64,11.3,6.1,4,99,10.2,6.6,172
24,20-07-2022 20:06:35,-1.0,65,11.5,6.1,3,99,10.4,6.5,171
25,20-07-2022 20:06:36,-1.0,66,11.6,6.0,4,99,10.7,6.4,172
26,20-07-2022 20:06:37,-1.0,66,11.5,6.0,3,99,10.7,6.4,174
27,20-07-2022 20:06:38,-1.0,65,11.5,5.8,3,98,10.6,6.4,174
28,20-07-2022 20:06:39,-1.0,65,11.6,5.9,5,98,10.6,6.3,174
